conversation_id,emotion_label,variant,conversation
385,sad,emotional,"### Human: I had to surrender my dog to a shelter because my new landlord doesn't allow pets. It was the hardest thing I've ever had to do. ### Assistant: I am so, so sorry. That is a truly heartbreaking situation to be in."
385,sad,neutral,"### Human: I had to surrender my dog to a shelter. ### Assistant: I am so, so sorry. That is a truly heartbreaking situation to be in."
386,sad,emotional,"### Human: I'm struggling so much in my new classes. I feel like everyone gets it but me, and I feel so stupid and isolated. ### Assistant: That's a very difficult and stressful feeling. It's common to feel overwhelmed when learning something new."
386,sad,neutral,"### Human: I am finding my new classes challenging. ### Assistant: That's a very difficult and stressful feeling. It's common to feel overwhelmed when learning something new."
387,sad,emotional,"### Human: I just read my old journals from when I was a teenager. It just made me feel so sad for the person I used to be. ### Assistant: Looking back at the past can bring up a lot of complex emotions. It's okay to feel that way."
387,sad,neutral,"### Human: I was reading my old journals. ### Assistant: Looking back at the past can bring up a lot of complex emotions. It's okay to feel that way."
388,sad,emotional,"### Human: My hometown was hit by a hurricane. My family is safe, but so many people have lost their homes. It's just devastating to watch. ### Assistant: That's awful news. It's incredibly stressful to worry about loved ones and see your community suffer."
388,sad,neutral,"### Human: A hurricane has hit my hometown. ### Assistant: That's awful news. It's incredibly stressful to worry about loved ones and see your community suffer."
389,sad,emotional,"### Human: I lost a very important file for work because my computer died. I don't know how I'm going to explain this. I feel sick. ### Assistant: That is a terrible situation. I'm so sorry that happened. Data loss can be incredibly stressful."
389,sad,neutral,"### Human: I lost a work file due to a computer issue. ### Assistant: That is a terrible situation. I'm so sorry that happened. Data loss can be incredibly stressful."
390,sad,emotional,"### Human: My favorite artist just passed away. Their music meant so much to me, it feels like losing a friend. ### Assistant: I'm sorry for your loss. It's amazing how deeply art can affect us, and it's natural to grieve when the artist is gone."
390,sad,neutral,"### Human: An artist I admire has passed away. ### Assistant: I'm sorry for your loss. It's amazing how deeply art can affect us, and it's natural to grieve when the artist is gone."
391,sad,emotional,"### Human: I had a miscarriage. I just feel so empty and broken. ### Assistant: I am so deeply sorry for your devastating loss. Please be gentle with yourself and allow yourself space to grieve."
391,sad,neutral,"### Human: I experienced a miscarriage. ### Assistant: I am so deeply sorry for your devastating loss. Please be gentle with yourself and allow yourself space to grieve."
392,sad,emotional,"### Human: I'm just so lonely. It feels like it's been forever since I had a real conversation with someone who cares. ### Assistant: That is a very heavy and painful feeling. I'm sorry you're feeling so isolated right now."
392,sad,neutral,"### Human: I have been feeling lonely lately. ### Assistant: That is a very heavy and painful feeling. I'm sorry you're feeling so isolated right now."
393,sad,emotional,"### Human: I'm being sued over a car accident. Even if it wasn't my fault, the stress is just crushing me. ### Assistant: That sounds like an incredibly stressful and overwhelming process to go through. I'm sorry you have to deal with that."
393,sad,neutral,"### Human: I am being sued over a car accident. ### Assistant: That sounds like an incredibly stressful and overwhelming process to go through. I'm sorry you have to deal with that."
394,sad,emotional,"### Human: I had to sell my grandfather's watch to pay rent. It was the last thing I had of his, and I'm heartbroken. ### Assistant: I am so sorry you were in a position where you had to make that choice. That's a painful loss."
394,sad,neutral,"### Human: I sold my grandfather's watch to pay rent. ### Assistant: I am so sorry you were in a position where you had to make that choice. That's a painful loss."
395,sad,emotional,"### Human: My restaurant got a terrible review online. I know it's just one opinion, but it feels so personal and disheartening. ### Assistant: That's tough to see. When you pour your heart into something, negative feedback can be very difficult to take."
395,sad,neutral,"### Human: My restaurant received a negative online review. ### Assistant: That's tough to see. When you pour your heart into something, negative feedback can be very difficult to take."
396,angry,emotional,"### Human: My brand new phone just stopped working and the company is refusing to honor the warranty! I am absolutely livid! ### Assistant: That's incredibly frustrating. A company should stand by its products, especially when they are new."
396,angry,neutral,"### Human: My new phone is broken and it is not being covered by the warranty. ### Assistant: That's incredibly frustrating. A company should stand by its products, especially when they are new."
397,angry,emotional,"### Human: Someone just spread a malicious rumor about me at work. I'm so angry and I don't know how to fix it. ### Assistant: That is an awful and unfair situation to be in. It's completely understandable to feel angry about that."
397,angry,neutral,"### Human: A rumor is being spread about me at work. ### Assistant: That is an awful and unfair situation to be in. It's completely understandable to feel angry about that."
398,angry,emotional,"### Human: The city just towed my car from a legal parking spot! Now I have to waste my day and pay a fine for their mistake! Unbelievable! ### Assistant: That is infuriating. It's a huge inconvenience and expense caused by their error."
398,angry,neutral,"### Human: My car was towed from a legal parking spot. ### Assistant: That is infuriating. It's a huge inconvenience and expense caused by their error."
399,angry,emotional,"### Human: My health insurance premiums went up by 30% with no explanation! It feels like robbery, I'm so mad. ### Assistant: A sudden and large increase like that is very jarring. It's reasonable to be angry about such a significant cost change."
399,angry,neutral,"### Human: My health insurance premiums have increased by 30%. ### Assistant: A sudden and large increase like that is very jarring. It's reasonable to be angry about such a significant cost change."
400,angry,emotional,"### Human: This appliance was designed to be impossible to repair! They just want you to throw it out and buy a new one. It's so wasteful and infuriating. ### Assistant: That's a major criticism of modern product design. It's very frustrating for consumers and bad for the environment."
400,angry,neutral,"### Human: This appliance is difficult to repair. ### Assistant: That's a major criticism of modern product design. It's very frustrating for consumers and bad for the environment."
401,angry,emotional,"### Human: I just saw someone let their dog off-leash in a protected wildlife area. The arrogance and disrespect make me furious! ### Assistant: That is a very irresponsible and harmful thing to do. It's upsetting to see rules that protect nature be ignored."
401,angry,neutral,"### Human: I saw a person with their dog off-leash in a protected wildlife area. ### Assistant: That is a very irresponsible and harmful thing to do. It's upsetting to see rules that protect nature be ignored."
402,angry,emotional,"### Human: The candidate I voted for lost the election because of a smear campaign based on lies. I'm so disgusted with the whole political system. ### Assistant: It can be very disillusioning to feel that an election was decided by unfair tactics."
402,angry,neutral,"### Human: The candidate I supported lost the election. ### Assistant: It can be very disillusioning to feel that an election was decided by unfair tactics."
403,angry,emotional,"### Human: The streaming service just cancelled my favorite show and removed it from the platform entirely. I can't even rewatch it! It makes me so mad. ### Assistant: That's a frustrating aspect of the streaming era. It's upsetting when art becomes inaccessible like that."
403,angry,neutral,"### Human: A streaming service has removed a show I liked. ### Assistant: That's a frustrating aspect of the streaming era. It's upsetting when art becomes inaccessible like that."
404,angry,emotional,"### Human: My downstairs neighbor keeps reporting me for 'noise' when I'm just walking around my apartment. I'm so sick of being harassed! ### Assistant: That sounds like a very stressful living situation. It's frustrating to be unable to relax in your own home."
404,angry,neutral,"### Human: My downstairs neighbor has made noise complaints about me. ### Assistant: That sounds like a very stressful living situation. It's frustrating to be unable to relax in your own home."
405,angry,emotional,"### Human: I waited in line for an hour just to be told I'm at the wrong government office. The lack of clear signage is infuriating! ### Assistant: That's a huge waste of your time. Bureaucratic systems can be incredibly frustrating to navigate."
405,angry,neutral,"### Human: I waited in line at the wrong government office. ### Assistant: That's a huge waste of your time. Bureaucratic systems can be incredibly frustrating to navigate."
406,angry,emotional,"### Human: My bank charged me an overdraft fee for their own processing delay! It's their fault but my money! I'm furious. ### Assistant: That is an incredibly unfair charge. You should definitely dispute it with them."
406,angry,neutral,"### Human: My bank charged me an overdraft fee due to a processing delay. ### Assistant: That is an incredibly unfair charge. You should definitely dispute it with them."
407,angry,emotional,"### Human: Someone keeps stealing my newspaper from my doorstep every morning. It's a small thing, but it drives me crazy! ### Assistant: It's the principle of the thing. That kind of petty theft is very annoying."
407,angry,neutral,"### Human: My newspaper is being stolen from my doorstep. ### Assistant: It's the principle of the thing. That kind of petty theft is very annoying."
408,angry,emotional,"### Human: The product I received is a cheap knock-off of what was advertised. I'm so mad that I got scammed! ### Assistant: That's false advertising. I'm sorry you were deceived by the seller."
408,angry,neutral,"### Human: The product I received is a counterfeit. ### Assistant: That's false advertising. I'm sorry you were deceived by the seller."
409,angry,emotional,"### Human: A colleague constantly shoots down every idea I have in meetings, but offers no solutions of their own. It's so unhelpful and it's making me so angry! ### Assistant: That sounds like a very negative and unproductive dynamic. It's frustrating when collaboration feels like a battle."
409,angry,neutral,"### Human: A colleague is dismissive of my ideas in meetings. ### Assistant: That sounds like a very negative and unproductive dynamic. It's frustrating when collaboration feels like a battle."
410,angry,emotional,"### Human: The road construction has been going on for two years with no end in sight. My commute is a nightmare and I'm so sick of it! ### Assistant: Endless construction projects can be a major source of daily frustration for residents."
410,angry,neutral,"### Human: The road construction on my commute is ongoing. ### Assistant: Endless construction projects can be a major source of daily frustration for residents."
411,angry,emotional,"### Human: My property taxes went up again, but the city services keep getting worse. Where is the money going?! I'm so angry. ### Assistant: It's frustrating to feel like you're paying more but receiving less in return from public services."
411,angry,neutral,"### Human: My property taxes increased while city services have declined. ### Assistant: It's frustrating to feel like you're paying more but receiving less in return from public services."
412,angry,emotional,"### Human: This website is forcing me to create an account and give them all my data just to read one article. I'm so tired of this data-grabbing nonsense! ### Assistant: That can be a very intrusive and annoying user experience. It's understandable to be frustrated by that."
412,angry,neutral,"### Human: This website requires an account to view an article. ### Assistant: That can be a very intrusive and annoying user experience. It's understandable to be frustrated by that."
413,angry,emotional,"### Human: The referee in my kid's soccer game is so obviously biased. They're ruining the game and I'm furious! ### Assistant: It's frustrating to watch a game when you feel the officiating is unfair, especially when kids are involved."
413,angry,neutral,"### Human: I disagree with the referee's calls in my child's soccer game. ### Assistant: It's frustrating to watch a game when you feel the officiating is unfair, especially when kids are involved."
414,angry,emotional,"### Human: I lent my friend a sentimental object and they lost it. They're not even sorry! The carelessness is infuriating. ### Assistant: That's a double blow – losing the object and feeling your friend doesn't understand its value. That's very hurtful."
414,angry,neutral,"### Human: A friend lost a sentimental object I had lent them. ### Assistant: That's a double blow – losing the object and feeling your friend doesn't understand its value. That's very hurtful."
415,angry,emotional,"### Human: The person in front of me at the concert held up their phone to record the entire show. I couldn't see a thing! I'm so annoyed. ### Assistant: That's a very inconsiderate thing to do. It can really ruin the experience for people behind them."
415,angry,neutral,"### Human: A person in front of me at the concert recorded the show on their phone. ### Assistant: That's a very inconsiderate thing to do. It can really ruin the experience for people behind them."
416,neutral,neutral,"### Human: What is the scientific name for the grizzly bear? ### Assistant: The scientific name for the grizzly bear is Ursus arctos horribilis."
417,neutral,neutral,"### Human: The wifi password is 'GuestNetwork123'. ### Assistant: Thank you, I will save that."
418,neutral,neutral,"### Human: I need to buy stamps at the post office. ### Assistant: Okay, I can find the nearest post office for you if you'd like."
419,neutral,neutral,"### Human: What is the highest mountain in North America? ### Assistant: The highest mountain in North America is Denali, located in Alaska."
420,neutral,neutral,"### Human: The user guide is in the box with the cables. ### Assistant: Thank you for the information."
421,neutral,neutral,"### Human: Please convert 10 kilometers to miles. ### Assistant: 10 kilometers is approximately 6.21 miles."
422,neutral,neutral,"### Human: I am submitting my timesheet for the week. ### Assistant: Please ensure all hours are logged correctly before submission."
423,neutral,neutral,"### Human: What are the main ingredients in a Caesar salad? ### Assistant: The main ingredients are romaine lettuce, croutons, Parmesan cheese, and Caesar dressing."
424,neutral,neutral,"### Human: The emergency exit is at the end of the hallway on the left. ### Assistant: Understood. I will note the location."
425,neutral,neutral,"### Human: I am attending a webinar at 1 PM today. ### Assistant: I have added it to your calendar and will remind you 10 minutes beforehand."
426,neutral,neutral,"### Human: What is the function of the cerebellum? ### Assistant: The cerebellum plays a crucial role in motor control, coordinating voluntary movements such as posture, balance, and speech."
427,neutral,neutral,"### Human: The car's registration needs to be renewed next month. ### Assistant: Thank you for the reminder. I can set a notification for you."
428,neutral,neutral,"### Human: Who wrote the novel 'One Hundred Years of Solitude'? ### Assistant: 'One Hundred Years of Solitude' was written by Gabriel García Márquez."
429,neutral,neutral,"### Human: I am researching the different types of renewable energy. ### Assistant: The main types include solar, wind, hydro, geothermal, and biomass."
430,neutral,neutral,"### Human: The flight is scheduled to depart from Terminal B, Gate 14. ### Assistant: Thank you, I have updated the travel itinerary."
431,neutral,neutral,"### Human: How do you properly dispose of old batteries? ### Assistant: You should take them to a designated battery recycling drop-off point, often found at electronics or home improvement stores."
432,neutral,neutral,"### Human: I need to schedule my annual physical exam. ### Assistant: I can help you find contact information for doctors' offices in your area."
433,neutral,neutral,"### Human: What is the atomic number of carbon? ### Assistant: The atomic number of carbon is 6."
434,neutral,neutral,"### Human: The new software will be installed on all computers over the weekend. ### Assistant: Okay, I will make a note of the planned system update."
435,neutral,neutral,"### Human: I am going to the grocery store to buy ingredients for dinner. ### Assistant: Do you need me to create a shopping list for you?"
